Site,AREA.UplandDeciduous,AREA.UplandShrubs,AREA.Water,AREA.Nonforest,AREA.LowlandDeciduous,AREA.UplandMixedwood,AREA.LowlandMixedwood,AREA.UplandSpruce,AREA.LowlandSpruce,AREA.Pine,AREA.Tamarack,AREA.OpenWetland,PERCENTAGE.UplandDeciduous,PERCENTAGE.UplandShrubs,PERCENTAGE.Water,PERCENTAGE.Nonforest,PERCENTAGE.LowlandDeciduous,PERCENTAGE.UplandMixedwood,PERCENTAGE.LowlandMixedwood,PERCENTAGE.UplandSpruce,PERCENTAGE.LowlandSpruce,PERCENTAGE.Pine,PERCENTAGE.Tamarack,PERCENTAGE.OpenWetland,AREA.Cutblocks,AREA.Pipeline,AREA.TransmissionLine,AREA.WellSite,PERCENTAGE.Cutblocks,PERCENTAGE.Pipeline,PERCENTAGE.TransmissionLine,PERCENTAGE.WellSite,AREA.BlockFeatures,PERCENTAGE.BlockFeatures,AREA.Road,PERCENTAGE.Road,AREA.Trail,PERCENTAGE.Trail,AREA.3DSeismicLine,AREA.SeismicLine,PERCENTAGE.3DSeismicLine,PERCENTAGE.SeismicLine,Radius,Treatment
35,0,0,0,29787.65476,0,0,0,58779.06613,321106.8796,135848.1967,176092.1191,13482.44214,0,0,0,3.789493282,0,0,0,7.477690944,40.85022379,17.2821873,22.40189461,1.715194577,0,0,0,888.4543988,0,0,0,0.11302642,0,0,34279.96525,4.360991124,0,0,8097.223452,0,1.030103717,0,500,Post
36,327181.8985,0,0,0,0,34936.30754,0,2545.67387,379047.3615,14616.50155,0,0,41.62331533,0,0,0,0,4.444515273,0,0.323854671,48.22151814,1.859477115,0,0,0,16173.23741,0,365.7369834,0,2.057521409,0,0.046528203,0,0,35285.53009,4.488942548,0,0,1150.283177,657.1544982,0.146336333,0.083601657,500,Post
37,92855.55632,2028.323162,0,25142.74099,0,84846.41549,0,0,381980.7444,39177.41227,0,16284.23684,11.81301247,0.258041713,0,3.198640174,0,10.79409573,0,0,48.59529657,4.984120262,0,2.071668089,95466.70278,0,0,7999.984877,12.14520052,0,0,1.017751924,9327.905165,1.186688922,56890.0698,7.237510933,1985.818708,0.252634329,0,8395.789235,0,1.06810585,500,Post
38,315103.5385,24588.46463,0,50178.25436,0,0,0,24318.09096,251211.2835,0,0,59668.56843,40.08635889,3.128057597,0,6.383500236,0,0,0,3.093661615,31.95821194,0,0,7.590824462,232835.8685,0,0,7991.673659,29.62055657,0,0,1.016672488,0,0,51146.75915,6.506709994,4995.65454,0.635529521,0,8466.33495,0,1.07705722,500,Post
39,80055.13535,44383.42082,71069.07188,27203.23258,0,31950.94945,0,78125.43299,0,50962.4862,0,99843.80716,10.18433549,5.646304207,9.041159788,3.460700499,0,4.064688502,0,9.93884547,0,6.48326999,0,12.70178139,40586.08009,31304.23744,0,0,5.163219746,3.982416053,0,0,0,0,36796.60562,4.681136003,0,0,0,0,0,0,500,Post
40,34708.75494,32061.49964,0,8176.888667,0,34699.21393,0,54252.63818,236639.7358,166701.9562,30143.87852,48493.79542,4.415453119,4.078684148,0,1.040217911,0,4.414239365,0,6.90171632,30.10397985,21.20688782,3.834735146,6.169108647,0,0,0,0,0,0,0,0,0,0,47610.20958,6.056703812,2911.103242,0.370334226,0,10697.22245,0,1.360840638,500,Post
41,2832.248066,0,0,0,42444.08116,170731.1268,17968.15728,90042.60472,353889.4106,0,0,19445.40479,0.360299911,0,0,0,5.399455951,21.71928743,2.285790412,11.45462605,45.01947578,0,0,2.473716092,166228.2841,0,0,0,21.14646549,0,0,0,0,0,39422.16456,5.01502766,0,0,0,9921.247372,0,1.262115628,500,Post
42,649000.4886,0,0,0,0,0,0,0,0,0,0,0,82.55932233,0,0,0,0,0,0,0,0,0,0,0,40730.57784,32221.74784,0,8806.9955,5.181334935,4.098927062,0,1.120337493,19724.62284,2.509168364,51894.43494,6.601488684,367.671281,0.046771447,529.6054115,5151.18286,0.06737108,0.655281735,500,Post
43,505777.8543,0,15308.85595,0,0,39206.41294,0,16234.71053,121229.8656,0,13189.15559,11315.75249,64.33813889,0,1.947383208,0,0,4.987303457,0,2.065157761,15.42120491,0,1.677743929,1.439435217,201581.8259,9942.854059,0,0,25.64248197,1.264793862,0,0,0,0,46214.50059,5.878776489,1183.249936,0.150516868,735.4252137,6918.527104,0.093550734,0.880080363,500,Post
44,433378.6426,110777.8346,0,19607.24011,8189.163222,41174.30969,0,15883.02469,104716.3832,0,0,0,55.12614179,14.0910373,0,2.494058064,1.041668713,5.237408148,0,2.020334611,13.32001539,0,0,0,189649.5559,0,0,9580.992043,24.12358912,0,0,1.218710555,0,0,37794.25266,4.807461942,0,0,601.592772,13510.22362,0.076523126,1.718512243,500,Post
45,451877.6082,22609.5944,0,9935.488921,0,61945.65264,0,12323.54129,41763.55402,0,0,104820.6681,57.47710859,2.875854189,0,1.263756304,0,7.879250795,0,1.567507459,5.312164813,0,0,13.33278926,220218.9232,24138.41703,0,0,28.01100725,3.070314598,0,0,0,0,39309.73035,5.000047799,3149.660703,0.400624831,0,6926.831709,0,0.881066579,500,Post
46,304577.5663,0,0,126073.147,0,117353.6448,0,79928.38768,89294.71512,0,0,29947.027,38.73953343,0,0,16.03537303,0,14.9263306,0,10.16617371,11.35748652,0,0,3.808993116,253431.668,0,0,0,32.23423411,0,0,0,0,0,37870.61782,4.816802771,491.3217478,0.062491718,0,2759.445795,0,0.350976744,500,Post
47,111530.8353,0,0,82467.58682,0,127873.7669,3197.487973,109907.4742,49000.45386,226473.5717,0,15326.20436,14.1851638,0,0,10.4887247,0,16.26375632,0.406675791,13.97869494,6.232173031,28.80427372,0,1.949279036,85932.3316,0,0,0,10.92939182,0,0,0,19476.04347,2.477080583,38277.86401,4.868409432,0,0,0,0,0,0,500,Post
48,149610.321,4185.937069,0,0,0,40656.33396,0,18972.00434,122739.4772,219599.8992,0,0,19.02770969,0.532375004,0,0,0,5.17074567,0,2.412893631,15.61022745,27.92911011,0,0,7667.104518,33022.66357,0,0,0.975116141,4.199881741,0,0,0,0,37425.26953,4.759813085,133.1277803,0.016931431,0,22082.6361,0,2.808509373,500,Post
49,652611.4334,0,0,0,0,28209.63185,0,10259.66784,30883.11778,17976.21099,0,0,82.9988208,0,0,0,0,3.587687955,0,1.304819819,3.927700662,2.286206215,0,0,274574.5718,0,0,0,34.92026728,0,0,0,0,0,53999.64792,6.867650292,2800.301235,0.356141018,0,17765.58473,0,2.259418864,500,Post
50,123802.3386,0,0,9209.526205,0,125044.6007,0,3615.994947,391313.5489,0,0,0,15.74474465,0,0,1.171235052,0,15.90273116,0,0.45986948,49.7658766,0,0,0,74196.42,5113.196341,0,8000.033865,9.436038931,0.650278271,0,1.017416083,20509.04296,2.608267728,41142.78337,5.232394038,0,0,0,9483.736191,0,1.20610811,500,Post
51,121402.6574,0,0,301821.4907,139051.6095,515.4727681,0,84346.31267,59360.73566,0,0,27477.71427,15.43902403,0,0,38.38325574,17.68347733,0.065553725,0,10.72649294,7.549026057,0,0,3.494397075,343649.5545,0,0,0,43.70261609,0,0,0,0,0,33655.10524,4.279988509,1424.239776,0.181123483,0,10463.621,0,1.330680065,500,Post
52,0,0,0,255832.3312,0,0,0,8812.304937,379019.9747,41731.45281,53931.71574,0,0,0,0,32.53312113,0,0,0,1.120623741,48.19837543,5.306813265,6.858269369,0,255832.3834,0,0,0,32.53312777,0,0,0,0,0,27532.18596,3.501152245,2006.216877,0.255122159,0,2780.531852,0,0.353588536,500,Post
53,202769.5334,0,0,0,0,0,0,38800.43796,349663.2985,104692.9986,0,12513.70546,25.78373114,0,0,0,0,0,0,4.933778974,44.46242159,13.31253312,0,1.591215464,0,0,0,0,0,0,0,0,0,0,19710.69044,2.50636836,0,0,0,0,0,0,500,Post
54,31535.39312,0,0,23526.62653,0,0,0,61887.27801,580164.5262,61296.53763,3217.141766,0,4.010031772,0,0,2.991639251,0,0,0,7.869568968,73.77355894,7.794450586,0.409090847,0,23526.57223,0,0,0,2.991632347,0,0,0,26983.57566,3.431223937,18604.72758,2.365771957,4397.241895,0.55915205,0,10322.67439,0,1.312628389,500,Post
55,230.9200889,0,0,14.09096181,0,10012.06512,0,234243.4985,405290.7483,136285.957,331.5395079,0,0.029363794,0,0,0.001791806,0,1.273133997,0,29.78639849,51.53676329,17.33011953,0.042158557,0,14.09220536,0,0,0,0.001791965,0,0,0,0,0,19675.60032,2.501948936,0,0,0,5186.068217,0,0.659460329,500,Post
58,202769.5334,0,0,0,0,0,0,38800.43796,349663.2985,104692.9986,0,12513.70546,25.78373114,0,0,0,0,0,0,4.933778974,44.46242159,13.31253312,0,1.591215464,0,0,0,0,0,0,0,0,0,0,19710.69044,2.50636836,0,0,0,0,0,0,500,Post
59,119088.1971,0,0,0,0,469463.2324,0,8568.207991,66051.60694,0,0,0,15.14968392,0,0,0,0,59.72228781,0,1.089995868,8.402688022,0,0,0,0,76863.30275,0,33.26754697,0,9.778086912,0,0.004232097,132081.884,16.80266259,48151.97086,6.125604016,2656.0837,0.337890987,2053.680109,7548.683438,0.261256827,0.960298089,500,Post
60,341096.1354,0,121001.7174,88661.54779,0,23106.5875,11297.43216,35088.9641,15732.03355,74214.61238,0,11622.02941,43.38409448,0,15.39023576,11.27688228,0,2.938932082,1.436922947,4.462973267,2.000960898,9.439373306,0,1.478208545,0,66858.46556,0,10023.5656,0,8.503743331,0,1.274899572,161780.2047,20.57686077,56031.02728,7.126599011,2143.849951,0.272676759,2796.978842,0,0.355748371,0,500,Post
61,231774.3789,0,4517.899966,3761.07144,0,212160.6055,0,36295.81438,69676.39325,0,0,0,29.48538704,0,0.574748727,0.478468102,0,26.99020315,0,4.617404823,8.863945327,0,0,0,181019.8959,22681.06923,0,15991.74761,23.02860963,2.885392716,0,2.034404623,4624,0.588246338,52123.37878,6.63092273,2690.384923,0.342259749,0,0,0,0,500,Post
62,34129.59617,0,0,376.6428739,0,5258.971854,0,72047.27512,432973.8916,107670.2538,23075.45818,32632.7276,4.34102178,0,0,0.047906073,0,0.668900717,0,9.163858515,55.07094441,13.69482705,2.935020563,4.150631626,122119.3228,0,0,0,15.53263734,0,0,0,0,0,19187.87904,2.440550437,0,0,0,10454.1363,0,1.329685624,500,Post
63,190815.9248,0,0,0,0,143566.7565,0,29820.87037,197326.4375,95394.13756,0,8178.527258,24.27857716,0,0,0,0,18.26680125,0,3.794276098,25.1069461,12.13752957,0,1.040599758,0,59867.53081,0,19063.59308,0,7.617280727,0,2.425567553,59024.58654,7.510028214,41549.22225,5.286539893,860.8864304,0.109535395,5323.131548,4838.378251,0.677291794,0.615613921,500,Post
64,243803.0397,0,1.202086858,148567.8819,12710.53586,0,6667.366594,49566.34137,234184.5421,17913.70789,0,19442.12962,31.00423102,0,0.000152868,18.89325473,1.616388339,0,0.847883498,6.30331066,29.78105464,2.278071425,0,2.472439553,148567.8748,0,0,0,18.89325383,0,0,0,0,0,27125.90481,3.449578892,0,0,0,8895.502995,0,1.131233763,500,Post
65,247655.5639,0,0,191584.2956,0,139906.3185,0,62624.81799,76382.30346,0,0,7333.888811,31.49509673,0,0,24.3643463,0,17.79230382,0,7.964184892,9.713765354,0,0,0.932672515,191832.1087,0,0,0,24.39586143,0,0,0,0,0,39091.43829,4.971374804,2023.253144,0.257303137,0,834.2057722,0,0.106088436,500,Post
66,385869.6916,0,0,0,0,107291.3225,0,191280.8342,22.20953725,21217.40831,10792.94948,384.3859007,49.09097726,0,0,0,0,13.64977863,0,24.33506255,0.002825534,2.699313606,1.373096797,0.048902207,0,0,0,11599.09285,0,0,0,1.475655684,16379.83251,2.083869251,53351.32349,6.787443184,0,0,0,7647.743536,0,0.97295852,500,Post
1,16006.9758,0,4033.25292,16123.48086,0,0,0,241020.4826,649202.5951,350614.796,25432.67589,180382.0142,0.905015617,0,0.228035385,0.911602677,0,0,0,13.6270151,36.70515248,19.8233489,1.437933634,10.19858729,0,78373.95587,24600.42562,1430.635186,0,4.431171443,1.39087918,0.080886434,0,0,44838.25724,2.535102418,6186.892372,0.34979963,66962.07556,4989.790949,3.78595713,0.282116922,750,Post
2,7866.177941,0,0,28224.21337,0,7903.910926,0,132359.6669,836659.8693,383276.0959,204934.141,6175.295896,0.444751223,0,0,1.595788134,0,0.446884634,0,7.483573876,47.30448548,21.67030974,11.58691178,0.349149285,23687.67698,150370.6222,54778.95971,24643.96179,1.339293795,8.501907618,3.097185128,1.393361837,22736.88778,1.285536474,48087.18442,2.718834261,0,0,62127.47749,7731.053316,3.512668008,0.437111319,750,Post
3,273705.9992,0,0,6854.064937,0,40003.20225,0,85857.81519,534387.6468,511848.9127,190418.4379,0,15.47826123,0,0,0.387602054,0,2.262208414,0,4.8553181,30.21998647,28.94540566,10.76829274,0,0,51608.28349,0,84696.42282,0,2.918483686,0,4.789640567,25304.53383,1.430988674,44403.09539,2.511025377,476.5795343,0.026950898,27627.15483,55135.57399,1.562334478,3.117954373,750,Post
4,38325.26306,0,65752.4019,91674.12382,0,1622.25997,0,7812.439665,638061.1944,397336.9379,73475.81452,254357.9148,2.167346159,0,3.718388456,5.184297362,0,0.091741025,0,0.441804172,36.08323515,22.46994848,4.155158027,14.38428874,91674.10032,80150.65226,0,33427.28703,5.184296033,4.53262925,0,1.890358901,50292.06928,2.844085454,62362.55302,3.526687855,860.8472778,0.048682094,1675.44434,15425.19133,0.094748674,0.872315713,750,Post
5,1263327.83,0,0,0,0,37947.6097,0,29120.91394,293172.0892,138280.4637,0,206.4059531,71.40970238,0,0,0,0,2.144991546,0,1.646061892,16.57157481,7.816313808,0,0.011667112,0,27739.85293,0,7000.020711,0,1.567997312,0,0.395676707,326907.5859,18.47847634,40969.81015,2.315821658,1904.375729,0.107644984,4924.693047,6105.396384,0.278368652,0.345107998,750,Post
6,0,12383.05119,0,0,0,0,0,0,629010.633,895341.7625,97826.7468,94942.74,0,0.699966519,0,0,0,0,0,0,35.55556514,50.61024518,5.529771813,5.36674994,0,53309.92402,0,5842.819014,0,3.013406096,0,0.33027221,0,0,47245.32243,2.670597365,863.4047105,0.048804966,103592.2965,1034.552867,5.855676286,0.058479316,750,Post
7,46721.21199,0,0,21243.44522,0,0,0,194580.6336,397591.5292,444520.8597,46080.20654,204030.2365,2.64098977,0,0,1.200819053,0,0,0,10.99897543,22.47448464,25.12723864,2.604755932,11.53312905,0,58161.56922,0,7875.001464,0,3.287673902,0,0.445146806,0,0,51115.97594,2.889410693,0,0,90229.159,2833.065263,5.100344699,0.160143456,750,Post
8,297555.5611,37947.08198,11706.04602,239797.0784,0,59018.66064,0,42345.6742,344074.6138,149848.721,38814.52505,320749.0301,16.82076034,2.145141462,0.661740597,13.55568409,0,3.336313872,0,2.39379306,19.4504737,8.470920231,2.194177857,18.13188281,151147.3104,95756.50208,0,43551.06023,8.54432925,5.413097191,0,2.461933308,0,0,62316.42052,3.522735622,3175.040449,0.179484444,54227.18859,8339.22478,3.06545285,0.47141482,750,Post
9,0,0,12806.33245,61371.59283,0,40808.08619,0,47038.56727,468351.4118,596948.9226,16836.99361,72621.20811,0,0,0.723983279,3.469534091,0,2.307012735,0,2.659241926,26.47741593,33.74744799,0.951849555,4.105511127,0,261769.0486,0,0,0,14.79864863,0,0,287256.8318,16.23955522,50255.04766,2.841079937,0,0,21762.63282,0,1.230311826,0,750,Post
10,109101.1501,0,0,0,0,121955.1449,0,130334.5766,539150.8471,292589.9568,141012.3225,40600.48153,6.167849457,0,0,0,0,6.894528366,0,7.368245402,30.47998354,16.54107958,7.97189375,2.295279726,74679.04304,378039.5281,76512.55582,8276.513145,4.221853708,21.37182694,4.32550826,0.467898707,215401.6413,12.17736839,56305.33142,3.18312692,1146.193764,0.064798131,15026.60451,16546.05668,0.849503735,0.9354034,750,Post
12,479137.5848,615755.7518,0,40090.68592,0,0,0,33062.28255,233414.9342,13610.63339,8695.303183,333587.6527,27.08521195,34.80811269,0,2.266290018,0,0,0,1.868980767,13.19473397,0.769396728,0.491537582,18.85740665,0,111791.4621,0,15280.91534,0,6.319469695,0,0.863816248,0,0,42131.06827,2.381630976,4945.46222,0.279562482,0,6199.800622,0,0.350469091,750,Post
13,676165.7234,0,0,0,0,205648.5089,0,238865.2082,240884.2605,263044.3169,12973.94279,0,38.22665331,0,0,0,0,11.62622414,0,13.50411177,13.61825777,14.87106424,0.733474644,0,0,63545.27771,0,59923.82414,0,3.592496952,0,3.387760087,158714.0909,8.972812902,43584.55103,2.464028365,0,0,10752.84374,5226.76499,0.607906043,0.295492253,750,Post
14,126361.5869,0,0,0,0,11994.07676,0,108045.9924,1267278.909,206233.733,0,0,7.14408365,0,0,0,0,0.678107087,0,6.108577983,71.64793317,11.65980166,0,0,0,77089.02296,0,73179.48929,0,4.358369041,0,4.137336399,43149.82264,2.439554218,41486.93584,2.345539868,0,0,85053.2805,21249.50935,4.808642922,1.201379913,750,Post
15,234494.6569,0,127461.0289,0,0,169343.1148,0,95038.01089,765974.3242,272767.5044,0,0,13.25807157,0,7.206507242,0,0,9.574474596,0,5.373345246,43.30735098,15.42197652,0,0,0,39440.89306,0,6413.801733,0,2.229944979,0,0.362629339,43901.45,2.482139993,44258.97233,2.502353915,1846.280685,0.104386692,30670.96416,16043.91922,1.734102786,0.907105655,750,Post
16,58903.13698,0,0,5872.565496,0,0,0,171510.2061,509598.1373,675879.6018,98375.03829,44553.73523,3.330413993,0,0,0.332037907,0,0,0,9.697276235,28.81294366,38.21458412,5.562175817,2.519091356,0,56176.1705,0,180578.6327,0,3.17622989,0,10.21000978,88414.20428,4.998985082,76487.03255,4.324616591,6961.447275,0.393603849,24614.4765,12352.91871,1.3917153,0.698440447,750,Post
17,311952.5908,0,0,0,0,203698.269,0,147866.4277,214619.5224,17181.49876,0,162320.7688,17.63801601,0,0,0,0,11.51724152,0,8.360470459,12.13473677,0.971453865,0,9.177728936,0,77389.82212,0,226523.9494,0,4.375674259,0,12.80782133,38292.31993,2.165074348,51029.10133,2.885220809,1321.173567,0.07470007,4276.744612,15907.13669,0.241810109,0.89940055,750,Post
18,707971.9451,0,0,0,0,4539.391535,0,594468.9111,201178.6412,5523.260984,29044.38821,0,40.03024777,0,0,0,0,0.256666905,0,33.6125435,11.37507059,0.312296987,1.642231821,0,0,50556.48874,56134.51931,34706.43422,0,2.858571988,3.173965765,1.96237601,474082.7328,26.80565154,96724.97407,5.46903688,0,0,14027.43476,6197.11577,0.793141159,0.350398178,750,Post
19,105409.6829,0,0,9726.724104,0,0,0,0,745273.2512,714304.3417,66021.15495,102060.924,5.96016986,0,0,0.549977253,0,0,0,0,42.13991588,40.38884371,3.733028001,5.770821301,0,0,0,47670.58296,0,0,0,2.695433322,36067.53934,2.03936351,58667.47244,3.317229418,1821.470797,0.102991253,27711.79602,9477.845296,1.566905495,0.535904922,750,Post
20,330092.1726,11871.11489,0,0,0,360655.4814,0,261937.6443,464810.1952,114924.5419,0,173632.541,18.66616655,0.671291918,0,0,0,20.39447112,0,14.81214067,26.28424796,6.49879281,0,9.818633089,0,0,0,27345.23647,0,0,0,1.546327907,146129.5796,8.263386097,59761.23592,3.379399075,6903.175933,0.390363184,2738.46228,10256.27422,0.154855514,0.579975348,750,Post
21,229962.9673,0,0,14443.34193,0,76918.81354,0,65800.34104,234978.3547,34596.32521,10050.68563,319460.2413,13.00463094,0,0,0.816785126,0,4.349834209,0,3.721073704,13.28825601,1.956456061,0.568376112,18.0657894,126013.0133,0,55538.00559,4416.579293,7.12615927,0,3.140728588,0.249761883,198876.6924,11.24667166,156774.975,8.86577832,2336.508945,0.132131868,0,4532.91185,0,0.256340603,750,Post
22,12530.53911,0,4470.77019,0,0,15917.89524,5882.008171,22112.84111,544097.9557,816565.3089,111097.9147,9406.924424,0.708655081,0,0.252840998,0,0,0.900224423,0.332652485,1.25057486,30.77104482,46.18022814,6.283057813,0.532001435,0,76529.80168,0,9983.217801,0,4.328084553,0,0.564593267,85794.39706,4.852036677,72099.06006,4.07750734,703.4542638,0.039783319,0,32453.53886,0,1.835385133,750,Post
23,145847.5941,0,0,129302.6628,5992.560091,47713.66524,0,24759.34431,346279.5749,932346.7387,11315.47735,0,8.248209944,0,0,7.312534124,0.338900988,2.698380666,0,1.400230639,19.58336474,52.72758655,0.639931247,0,61456.08677,22610.22257,0,10375.54779,3.475564401,1.278690017,0,0.586774825,158035.7093,8.937492024,95826.95265,5.419361414,371.48155,0.021008628,0,18578.73814,0,1.050694964,750,Post
24,123693.1135,18572.22952,17569.27976,3845.25286,0,0,0,30136.79448,484452.0115,830521.8998,0,116538.9553,6.995128518,1.050302064,0.993582961,0.217457845,0,0,0,1.704304667,27.39686944,46.96791328,0,6.59054451,0,23027.62893,0,8834.34141,0,1.302265093,0,0.499602216,36817.18057,2.082095781,102996.568,5.824691525,0,0,0,2136.645617,0,0.120832197,750,Post
25,195166.4155,0,0,0,0,58585.58392,37142.32304,110810.2023,679732.8232,353965.2579,176926.2664,17809.93804,11.03542318,0,0,0,0,3.312643262,2.100162837,6.265614256,38.43458076,20.01449073,10.00405842,1.007039058,105249.6831,77013.77407,56744.81437,22611.94023,5.95120216,4.354640556,3.208559416,1.278561831,44210.40409,2.499818,46137.78528,2.608799184,0,0,67141.17461,15706.70831,3.796407662,0.888114754,750,Post
26,181890.4225,0,0,240443.3745,0,90483.11452,0,62739.95967,1013155.388,88106.80973,0,0,10.28624591,0,0,13.59752561,0,5.116990515,0,3.548062865,57.29584507,4.982606004,0,0,19109.98322,81210.26391,10037.29783,34622.62337,1.080705537,4.592593351,0.567628094,1.957974549,238392.818,13.48156278,43847.94761,2.479684007,8290.558736,0.468846709,0,13959.06525,0,0.789411427,750,Post
27,348076.8705,1656.71376,59359.92757,481714.8275,3201.093468,201697.9407,0,69581.29464,49539.55445,275421.2601,0,158971.8237,19.68403885,0.093688552,3.356853671,27.24137736,0.181024519,11.40618765,0,3.934880548,2.801503337,15.57530317,0,8.989989912,60940.74935,25673.51459,8967.45728,24874.7293,3.446250467,1.451858774,0.507117227,1.406686797,0,0,71258.77027,4.029743201,0,0,2144.249873,9070.593516,0.121259128,0.512949668,750,Post
29,180899.8163,0,0,81728.8237,0,206822.06,0,0,377208.5957,246770.159,644334.057,9904.535748,10.22963638,0,0,4.621652831,0,11.69550369,0,0,21.33062847,13.95451386,36.43620677,0.560087905,0,81227.08189,0,54301.1131,0,4.59328002,0,3.070653432,2382.301794,0.134715897,49208.76604,2.782688194,0,0,93722.74338,9822.07,5.299892531,0.555424581,750,Post
30,709609.5188,101567.8836,144062.1166,25759.82337,0,297693.939,0,68577.99449,137418.3651,75000.81919,0,46244.84226,40.1267859,5.743430168,8.146381288,1.456658754,0,16.83390743,0,3.877927831,7.770692431,4.241123792,0,2.615039447,323310.6045,21826.29146,0,1687.028831,18.28247093,1.234226572,0,0.0953976,0,0,76641.09259,4.33387748,3999.074433,0.22613846,0,0,0,0,750,Post
31,636427.4952,71333.32108,160194.9932,99715.75884,0,443120.6227,6063.88392,34000.3216,93343.77079,0,15229.37487,127700.1635,35.98753502,4.033625841,9.058412736,5.638543887,0,25.05677245,0.342889389,1.922587841,5.278232392,0,0.861162765,7.22095469,174563.5417,38742.73933,0,8242.755174,9.870899066,2.190753383,0,0.466096205,0,0,75722.13329,4.281796345,1648.016532,0.093189017,1987.281586,5402.678664,0.112373155,0.305500766,750,Post
32,37010.05117,25412.93324,0,12431.41862,22431.16596,331325.1925,0,507827.8835,335023.917,302882.6565,0,78353.27899,2.092134641,1.436563212,0,0.702733466,1.268007416,18.72942325,0,28.70691267,18.93850779,17.12160016,0,4.429218659,387254.7532,34113.2575,0,8100.167974,21.8910555,1.928382304,0,0.457892964,0,0,50788.50297,2.871014308,0,0,0,3257.371775,0,0.184135393,750,Post
35,0,0,38155.75054,41846.90465,0,0,0,139038.9517,551905.5888,174974.1774,580793.8688,42016.94615,0,0,2.15735866,2.36605966,0,0,0,7.861380846,31.20521244,9.893189139,32.83858042,2.375673951,0,0,0,9256.30363,0,0,0,0.523359297,0,0,52061.36881,2.94359417,130.2646928,0.007365277,13580.27046,13171.47229,0.767840068,0.744726271,750,Post
36,832760.4757,0,0,0,0,34936.30754,0,90305.02914,721990.2734,28935.78727,0,0,47.08526591,0,0,0,0,1.975340303,0,5.105953553,40.82218717,1.636063764,0,0,0,32666.57312,0,8825.387416,0,1.847006824,0,0.498997882,28068.23683,1.587011432,60121.98079,3.399368168,0,0,4825.417378,6358.936497,0.272834827,0.359541819,750,Post
37,249040.9495,38126.57682,0,25142.74099,0,222934.0791,0,19382.44483,645504.1406,208914.0943,0,83819.66973,14.08124488,2.155748546,0,1.421617985,0,12.6051132,0,1.095919978,36.49802128,11.81239682,0,4.739322179,167511.6966,0,0,7999.984877,9.471427189,0,0,0.45233423,11971.13528,0.676870562,82456.64082,4.662253955,6481.757431,0.366490787,0,14818.77245,0,0.837881337,750,Post
38,717170.1554,24588.46463,0,56600.2104,0,0,0,24911.8139,623830.627,0,0,231909.5815,40.5492719,1.390247949,0,3.200213093,0,0,0,1.408530329,35.27179362,0,0,13.11232014,565423.0002,0,0,8000.003741,31.96938802,0,0,0.452325469,0,0,77264.31843,4.368575341,9258.028038,0.523454989,0,17965.92059,0,1.015804957,750,Post
39,226400.0267,44383.42082,95833.99569,99650.55098,0,184773.4233,0,112245.848,13905.02933,154938.7452,0,253952.2582,12.80081133,2.509468768,5.418519228,5.634309857,0,10.44721489,0,6.346456505,0.786199806,8.760341924,0,14.35863322,208281.6159,53925.93355,0,0,11.77638407,3.049008921,0,0,0,0,94395.87351,5.337206823,0,0,0,0,0,0,750,Post
40,212024.1395,95868.40713,10676.58479,44267.73831,0,48634.78672,0,142057.6385,345337.6446,116806.0347,68394.95809,69978.21185,11.98778856,5.420374289,0.60365127,2.502886172,0,2.74979793,0,8.031901169,19.52529875,6.604182192,3.867032774,3.956549521,0,0,0,0,0,0,0,0,0,0,73105.65245,4.133374182,2911.103242,0.164593005,0,18142.99235,0,1.025799971,750,Post
41,118094.4149,0,0,0,42444.08116,332559.7639,19840.91304,176719.8039,835228.5606,0,0,53367.74045,6.676974957,0,0,0,2.399758424,18.80269458,1.121791234,9.991613118,47.22323393,0,0,3.017374418,206470.2706,29870.77692,0,8099.926559,11.67368353,1.688872667,0,0.457964137,0,0,64116.70952,3.625113549,0,0,787.7404824,17210.84593,0.044538291,0.973089094,750,Post
42,1454455.555,0,0,0,0,11280.82376,0,2754.032235,4648.216715,0,0,4928.573731,82.23166293,0,0,0,0,0.637792536,0,0.155706821,0.262799773,0,0,0.278650532,174273.1045,114640.1553,0,23964.96051,9.853011419,6.48149789,0,1.354925249,90549.69601,5.119477221,88338.15302,4.994441528,1981.8345,0.112048489,1280.57027,8262.291315,0.072400578,0.467131465,750,Post
43,961118.0009,0,97779.6707,0,0,105154.9526,0,81403.42484,271354.9859,0,55848.29448,59631.65855,54.33790856,0,5.528085833,0,0,5.945055851,0,4.60223599,15.34136536,0,3.157447385,3.371344212,405515.7609,23653.48501,0,8400.59913,22.92629866,1.337276905,0,0.474937507,0,0,81953.34723,4.633326484,1183.249936,0.066896392,1521.672206,10127.75709,0.086029483,0.572584363,750,Post
44,941072.3502,236007.2096,26236.60641,14274.90587,47099.36333,90999.20712,0,15883.02469,238414.7375,0,0,0,53.2023272,13.34236712,1.483253141,0.807013629,2.662702542,5.14452432,0,0.89792658,13.47847365,0,0,0,443561.0828,0,0,9580.992043,25.0761611,0,0,0.541649187,0,0,58614.83195,3.313714899,238.4197954,0.01347876,601.592772,19202.77281,0.034010281,1.085604313,750,Post
